[1]t	 [2]j	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e	 [13]maxvor 
15.6 1 0.939776 -0.00893655 0.499345 0.00698865 0.00817715 -1.70802e-05 0.123149 0.127886 0.118224 0.381313 16.7728
15.65 0 0.939213 0.0173203 -0.501122 0.0069882 0.00816755 -3.25376e-05 0.123109 0.127816 0.118214 0.380261 16.7719
15.65 1 0.940151 -0.0164829 0.499115 0.00700569 0.00819623 -4.01788e-05 0.123296 0.128044 0.118358 0.381524 16.75
15.7 0 0.939221 0.0248997 -0.500786 0.00699589 0.00818252 -4.83106e-05 0.123201 0.127941 0.11827 0.3814 16.7477
15.7 1 0.9401 -0.024064 0.498807 0.00701513 0.00820646 -5.39058e-05 0.123376 0.128132 0.118429 0.381733 16.7277
15.75 0 0.939169 0.0324815 -0.500324 0.00700389 0.00819476 -7.32852e-05 0.123283 0.128057 0.118317 0.38254 16.7236
15.75 1 0.939989 -0.0316419 0.498396 0.00702051 0.00821924 -7.09231e-05 0.123449 0.128245 0.11846 0.383128 16.7061
15.8 0 0.939304 0.0400285 -0.499785 0.007017 0.00820866 -9.14691e-05 0.123392 0.128185 0.118406 0.383076 16.7003
15.8 1 0.939754 -0.0391915 0.49784 0.0070333 0.0082178 -8.79473e-05 0.123495 0.128252 0.118548 0.381581 16.6854
15.85 0 0.939256 0.0475726 -0.499142 0.00702862 0.00821676 -0.000106426 0.123472 0.128267 0.118483 0.383058 16.6784
15.85 1 0.939581 -0.0467582 0.497232 0.00704118 0.00822493 -0.000105947 0.123556 0.12833 0.11859 0.382154 16.6662
15.9 0 0.939267 0.0551473 -0.498351 0.00703917 0.00822886 -0.000127327 0.123564 0.128393 0.118539 0.384199 16.6582
15.9 1 0.939586 -0.0543065 0.496483 0.00705404 0.00823374 -0.000121734 0.123644 0.128423 0.118673 0.382198 16.6481
15.95 0 0.939276 0.0627058 -0.497532 0.00705573 0.00823347 -0.000140207 0.123649 0.128452 0.118653 0.383078 16.6393
15.95 1 0.939412 -0.0618066 0.495602 0.0070631 0.00823968 -0.000137721 0.123704 0.128496 0.11872 0.382586 16.626
16 0 0.939343 0.0702127 -0.496516 0.0070704 0.0082433 -0.000159358 0.123749 0.128566 0.118736 0.383491 16.622
16 1 0.93948 -0.0693019 0.494585 0.00708235 0.00824371 -0.000155326 0.123798 0.128562 0.118844 0.381406 16.5986
16.05 0 0.939044 0.077766 -0.495418 0.00708235 0.00824066 -0.000177271 0.123786 0.128586 0.118793 0.382787 16.5987
16.05 1 0.939001 -0.0768286 0.493376 0.00708574 0.0082437 -0.000169548 0.123812 0.128593 0.11884 0.382014 16.5729
16.1 0 0.938987 0.0852558 -0.494169 0.00709665 0.00824588 -0.000195671 0.123865 0.128672 0.118863 0.382953 16.5705
16.1 1 0.938954 -0.084381 0.49216 0.00709818 0.00825131 -0.000190664 0.123893 0.128701 0.118891 0.382946 16.55
16.15 0 0.93857 0.0927426 -0.492667 0.00710324 0.00824494 -0.000210319 0.123888 0.128705 0.118876 0.38328 16.5451
16.15 1 0.939033 -0.0918438 0.490798 0.00710987 0.00826577 -0.000219408 0.123999 0.128888 0.118909 0.385816 16.5311
16.2 0 0.938774 0.100149 -0.491258 0.0071197 0.00825881 -0.000235266 0.12401 0.128884 0.118937 0.385216 16.5242
16.2 1 0.938799 -0.09931 0.489447 0.0071212 0.00826703 -0.000237223 0.124049 0.128951 0.118946 0.386217 16.5164
16.25 0 0.938544 0.107591 -0.489763 0.00712608 0.00826597 -0.000249666 0.124065 0.128983 0.118944 0.386789 16.5082
16.25 1 0.9388 -0.106745 0.487882 0.00713785 0.00827199 -0.000253659 0.124136 0.129044 0.119027 0.386292 16.5009
16.3 0 0.938606 0.115028 -0.488034 0.00714798 0.00826782 -0.000269074 0.12416 0.129067 0.119052 0.386223 16.4946
16.3 1 0.938376 -0.114109 0.486211 0.00714957 0.00826449 -0.000266985 0.124153 0.129036 0.119071 0.385343 16.4733
16.35 0 0.938485 0.122412 -0.486314 0.00716733 0.00826455 -0.000282659 0.124225 0.129098 0.119154 0.384863 16.4659
16.35 1 0.938266 -0.121479 0.484326 0.00716124 0.00827103 -0.000284418 0.124227 0.129149 0.119102 0.386698 16.45
16.4 0 0.938005 0.129739 -0.484273 0.00717643 0.00825862 -0.000300732 0.124238 0.129125 0.119151 0.385376 16.4419
16.4 1 0.938334 -0.128841 0.482441 0.00717841 0.0082789 -0.000307892 0.124327 0.1293 0.119148 0.388406 16.4327
16.45 0 0.938135 0.137126 -0.482303 0.00718984 0.00827371 -0.000322516 0.124353 0.129325 0.119173 0.388366 16.4257
16.45 1 0.93871 -0.136208 0.480489 0.00721039 0.00828157 -0.000320311 0.124467 0.129383 0.119348 0.386159 16.4189
16.5 0 0.938266 0.144375 -0.480194 0.00722015 0.00826825 -0.000336697 0.124452 0.129361 0.119342 0.385863 16.4136
16.5 1 0.938044 -0.143438 0.478344 0.00722144 0.00826446 -0.000331397 0.124442 0.129312 0.119374 0.384457 16.3835
16.55 0 0.938022 0.15159 -0.477978 0.00724441 0.00825443 -0.000350245 0.124494 0.129337 0.119456 0.383351 16.3776
16.55 1 0.938308 -0.150669 0.476031 0.00724066 0.0082791 -0.000355802 0.124578 0.129532 0.119419 0.387371 16.3561
16.6 0 0.938166 0.158774 -0.475548 0.00725771 0.00827059 -0.000373064 0.124613 0.129562 0.119458 0.387153 16.3511
16.6 1 0.938257 -0.157941 0.473771 0.00726068 0.00827877 -0.00037491 0.124657 0.12963 0.119478 0.387931 16.3393
16.65 0 0.937867 0.166031 -0.473161 0.00727053 0.00826828 -0.000389708 0.124655 0.129634 0.119468 0.388177 16.3364
16.65 1 0.937838 -0.165049 0.471283 0.00727695 0.00826706 -0.000391435 0.124676 0.129639 0.119506 0.387568 16.3156
16.7 0 0.937873 0.173123 -0.470552 0.00729469 0.00826495 -0.000400377 0.124738 0.129683 0.119589 0.38679 16.306
16.7 1 0.937605 -0.172207 0.468739 0.00728755 0.0082684 -0.000395712 0.124723 0.129678 0.119564 0.38716 16.2877
16.75 0 0.937762 0.180303 -0.467848 0.00731173 0.00826551 -0.000415384 0.124809 0.129777 0.119634 0.38756 16.2807
16.75 1 0.937922 -0.179324 0.465988 0.00730603 0.00828574 -0.000414956 0.124867 0.129907 0.119615 0.390087 16.2724
16.8 0 0.937531 0.187336 -0.465068 0.00731743 0.00827438 -0.000433574 0.124867 0.129935 0.119584 0.391127 16.2698
16.8 1 0.937197 -0.186472 0.463231 0.00731619 0.00826898 -0.000435509 0.124841 0.129908 0.119559 0.391137 16.2502
16.85 0 0.936931 0.194358 -0.462116 0.00733974 0.00824821 -0.000445856 0.124852 0.12985 0.119645 0.388584 16.2383
16.85 1 0.93745 -0.193418 0.460347 0.00734867 0.00826785 -0.000453196 0.124966 0.130029 0.11969 0.390772 16.2262
16.9 0 0.937425 0.201319 -0.459177 0.00736481 0.00826651 -0.000468439 0.125025 0.130122 0.119712 0.391912 16.2199
16.9 1 0.93776 -0.200358 0.457361 0.00737682 0.00827267 -0.000460781 0.125098 0.130133 0.119851 0.389598 16.218
16.95 0 0.937492 0.208252 -0.456031 0.0073924 0.00826119 -0.000471805 0.125114 0.130139 0.119879 0.389189 16.2056
16.95 1 0.937413 -0.207345 0.454196 0.00740561 0.00825029 -0.000477868 0.125124 0.130121 0.119918 0.388159 16.1911
17 0 0.937028 0.215192 -0.452888 0.00742337 0.00823204 -0.000491987 0.125122 0.130112 0.119924 0.387902 16.1802
17 1 0.937729 -0.214237 0.450988 0.00742861 0.00826281 -0.000495135 0.125265 0.130331 0.119986 0.390453 16.1705
17.05 0 0.937065 -0.221087 0.447756 0.00744476 0.00824127 -0.000506844 0.125244 0.130289 0.119987 0.389731 16.1467
17.05 1 0.937099 0.221989 -0.449516 0.00743551 0.00824657 -0.000506717 0.125228 0.130308 0.119934 0.391008 16.168
17.1 0 0.937071 -0.227914 0.444291 0.00746384 0.00824474 -0.00051959 0.125334 0.130416 0.120036 0.390962 16.1179
17.1 1 0.93705 0.228824 -0.446062 0.0074667 0.00823392 -0.000519309 0.125302 0.130353 0.120039 0.389853 16.1317
17.15 0 0.937138 -0.234706 0.440732 0.00748649 0.00824683 -0.000532289 0.125433 0.130543 0.120105 0.391833 16.1033
17.15 1 0.936872 0.235596 -0.44255 0.00748253 0.0082334 -0.000530501 0.125363 0.130444 0.120067 0.390868 16.1132
17.2 0 0.937091 -0.241303 0.437175 0.00752944 0.00822109 -0.000542039 0.125501 0.130524 0.120269 0.388539 16.0733
17.2 1 0.936883 0.242241 -0.438885 0.00751618 0.00822135 -0.000545874 0.125449 0.130527 0.120158 0.390602 16.0858
17.25 0 0.937156 -0.247992 0.433426 0.00755136 0.00822456 -0.000558517 0.125602 0.130691 0.120298 0.390789 16.0652
17.25 1 0.937368 0.248798 -0.435207 0.00755537 0.00822223 -0.000554698 0.125609 0.13066 0.120346 0.38941 16.0668
17.3 0 0.936816 -0.254474 0.429589 0.00757083 0.00821223 -0.000565395 0.125631 0.130702 0.120345 0.390129 16.0381
17.3 1 0.936966 0.255456 -0.431326 0.00757703 0.00820616 -0.00056966 0.125631 0.130708 0.12034 0.390329 16.0467
17.35 0 0.936569 -0.261009 0.425701 0.00757929 0.00821709 -0.000577844 0.125684 0.13083 0.120318 0.392732 16.0285
17.35 1 0.936611 0.261931 -0.4275 0.00758862 0.00820326 -0.000581656 0.125666 0.130796 0.120317 0.392193 16.0331
17.4 0 0.936588 -0.267519 0.421634 0.00761621 0.00820191 -0.000591216 0.12577 0.130911 0.12041 0.392419 15.9901
17.4 1 0.936072 0.268362 -0.423302 0.00760054 0.00819143 -0.000588264 0.125666 0.1308 0.120314 0.392311 16.0047
17.45 0 0.936719 -0.273853 0.41752 0.0076478 0.00819689 -0.000599316 0.125876 0.131008 0.120525 0.391961 15.9757
17.45 1 0.936386 0.274799 -0.4193 0.00764318 0.00818186 -0.000598891 0.125798 0.130914 0.120465 0.391488 15.9826
17.5 0 0.936496 -0.280187 0.413317 0.00767341 0.00818387 -0.000610764 0.125926 0.131077 0.120555 0.392568 15.9452
17.5 1 0.936475 0.281082 -0.415052 0.00767348 0.00817631 -0.000608337 0.125896 0.13102 0.120554 0.391638 15.954
17.55 0 0.936133 -0.286532 0.408929 0.00769762 0.00816584 -0.000616625 0.12595 0.131082 0.1206 0.391847 15.9337
17.55 1 0.936108 0.287389 -0.410748 0.0076965 0.00816064 -0.000618204 0.125925 0.131064 0.120567 0.392126 15.9432
17.6 0 0.936328 -0.292712 0.404625 0.00772486 0.00816785 -0.000621762 0.126066 0.131198 0.120717 0.391641 15.914
17.6 1 0.936251 0.293607 -0.406298 0.00772253 0.00816266 -0.00062899 0.126036 0.131217 0.120634 0.393458 15.9186
17.65 0 0.936147 -0.298698 0.400049 0.0077557 0.00815163 -0.00063444 0.126124 0.131288 0.12074 0.392724 15.8853
17.65 1 0.93606 0.299688 -0.401768 0.00775862 0.00814045 -0.000639292 0.126092 0.131276 0.120684 0.393521 15.9043
17.7 0 0.936234 -0.304834 0.395514 0.00778507 0.00814617 -0.000637224 0.126219 0.131362 0.120858 0.391825 15.8661
17.7 1 0.936147 0.305724 -0.39717 0.00777662 0.00814765 -0.000645273 0.126191 0.131404 0.120754 0.39438 15.8695
17.75 0 0.936253 -0.310857 0.390832 0.00781059 0.00814449 -0.000651576 0.126313 0.131531 0.120871 0.394356 15.8397
17.75 1 0.935861 0.311726 -0.39248 0.00780256 0.00813138 -0.000650742 0.12623 0.131439 0.120796 0.39421 15.849
17.8 0 0.935701 -0.316779 0.385997 0.00785033 0.00810365 -0.000659193 0.126309 0.131516 0.120878 0.393998 15.8338
17.8 1 0.935614 0.317659 -0.387791 0.00782742 0.00811746 -0.000651751 0.126273 0.131454 0.12087 0.393136 15.836
17.85 0 0.936211 -0.322616 0.381164 0.00787638 0.00811979 -0.000663427 0.126476 0.131701 0.121025 0.394395 15.8016
17.85 1 0.935942 0.32352 -0.382793 0.00786804 0.00811182 -0.000661656 0.126411 0.131626 0.120972 0.394119 15.8107
17.9 0 0.935728 -0.328377 0.376185 0.00789083 0.00810706 -0.000665076 0.126483 0.131702 0.121038 0.394189 15.775
17.9 1 0.935647 0.329308 -0.37792 0.00790264 0.0080868 -0.000665808 0.126449 0.131658 0.121017 0.393836 15.7895
17.95 0 0.935314 -0.334043 0.371063 0.00792454 0.00807781 -0.000669293 0.1265 0.131718 0.121058 0.3941 15.767
17.95 1 0.935285 0.335026 -0.372841 0.0079074 0.00808962 -0.00067103 0.126479 0.131725 0.121007 0.395109 15.7644
18 0 0.935763 -0.339693 0.366018 0.00795624 0.00808648 -0.000678495 0.12666 0.131932 0.121159 0.395777 15.7431
18 1 0.935859 0.340557 -0.367676 0.00795548 0.00808645 -0.000678845 0.126657 0.131931 0.121153 0.395888 15.746
18.05 0 0.935586 -0.345293 0.360807 0.00798609 0.00807064 -0.000679608 0.126715 0.131979 0.121222 0.395432 15.7146
18.05 1 0.935325 0.346159 -0.362535 0.00798466 0.0080564 -0.000677917 0.126653 0.131905 0.121175 0.395059 15.7297
18.1 0 0.935356 -0.350702 0.355474 0.00801989 0.00804984 -0.000687777 0.126766 0.132082 0.121218 0.397157 15.7018
18.1 1 0.935382 0.35161 -0.357147 0.00801307 0.00805254 -0.000682501 0.12675 0.132027 0.121244 0.39583 15.6998
18.15 0 0.935491 -0.356077 0.350138 0.00804078 0.00805576 -0.000689206 0.126872 0.132193 0.121318 0.397199 15.6779
18.15 1 0.935273 0.356951 -0.351795 0.00803428 0.00804844 -0.000684393 0.126818 0.132104 0.121301 0.396075 15.6786
18.2 0 0.935199 -0.361474 0.344664 0.00807493 0.00803157 -0.000690008 0.126911 0.132239 0.12135 0.397378 15.652
18.2 1 0.934931 0.362317 -0.346344 0.00806474 0.00802498 -0.000682445 0.126845 0.132118 0.121344 0.395543 15.6653
18.25 0 0.935527 -0.366633 0.339098 0.00811352 0.00802665 -0.000688143 0.127044 0.13236 0.121495 0.396775 15.6347
18.25 1 0.935001 0.36752 -0.340766 0.00810747 0.00800752 -0.000687463 0.126945 0.132263 0.121394 0.396998 15.639
18.3 0 0.93516 -0.371774 0.333431 0.00813849 0.0080077 -0.000684186 0.127068 0.132366 0.121538 0.396121 15.6175
18.3 1 0.934998 0.372588 -0.335186 0.00813336 0.00800298 -0.000685492 0.127029 0.132339 0.121487 0.396572 15.615
18.35 0 0.935113 -0.376788 0.327853 0.00816667 0.00799991 -0.000687674 0.127148 0.132484 0.121578 0.397322 15.5878
18.35 1 0.934773 0.377699 -0.329478 0.00815474 0.00799446 -0.000687924 0.12708 0.132417 0.121507 0.397483 15.5965
18.4 0 0.935201 -0.381702 0.322092 0.00820066 0.00799102 -0.000688571 0.127247 0.132607 0.12165 0.398038 15.5675
18.4 1 0.934977 0.382599 -0.323639 0.0081949 0.00798337 -0.000683348 0.127194 0.132519 0.121636 0.396866 15.577
18.45 0 0.93508 -0.386599 0.31613 0.00823037 0.00797696 -0.000681342 0.127308 0.13264 0.121743 0.396944 15.5636
18.45 1 0.934729 0.387518 -0.317837 0.0082236 0.00796622 -0.00068007 0.127239 0.132567 0.121678 0.396908 15.5587
18.5 0 0.934615 -0.391355 0.310262 0.0082573 0.00795236 -0.000678479 0.127317 0.132667 0.121733 0.397544 15.5265
18.5 1 0.9345 0.392225 -0.311931 0.00824958 0.00795359 -0.000683086 0.127292 0.132669 0.121677 0.398546 15.5288
18.55 0 0.934435 -0.396155 0.304363 0.00828505 0.00793835 -0.000670741 0.127371 0.132699 0.121811 0.396699 15.5057
18.55 1 0.9344 0.396943 -0.305939 0.00827685 0.00794261 -0.000675275 0.127356 0.132706 0.121771 0.397499 15.5082
18.6 0 0.934694 -0.400628 0.298215 0.00831641 0.00793964 -0.000672367 0.127499 0.132863 0.1219 0.397772 15.4865
18.6 1 0.93465 0.401519 -0.299812 0.00831648 0.00793471 -0.000671253 0.12748 0.132842 0.121883 0.397724 15.4977
18.65 0 0.934408 -0.405241 0.292122 0.00833484 0.00793107 -0.000671112 0.127538 0.132919 0.121919 0.398332 15.4685
18.65 1 0.934362 0.406053 -0.293656 0.00834015 0.00792292 -0.000677929 0.127527 0.132972 0.121838 0.400574 15.471
18.7 0 0.93466 -0.409585 0.28584 0.00838178 0.00791647 -0.000665855 0.127665 0.133075 0.122015 0.399145 15.4552
18.7 1 0.934551 0.410451 -0.287472 0.00839181 0.00790065 -0.000666224 0.127642 0.133089 0.121952 0.400435 15.4536
18.75 0 0.933882 -0.413891 0.279641 0.00839509 0.00789169 -0.000653946 0.12762 0.132997 0.122006 0.398069 15.4219
18.75 1 0.934072 0.414777 -0.281158 0.00839779 0.00789472 -0.000656498 0.127642 0.133036 0.12201 0.398611 15.4228
18.8 0 0.934385 -0.418128 0.273259 0.00844989 0.00788066 -0.00065398 0.127791 0.133255 0.122082 0.40083 15.4095
18.8 1 0.934335 0.418947 -0.274831 0.00843756 0.00788729 -0.000649962 0.127769 0.133178 0.12212 0.398967 15.4096
18.85 0 0.934265 -0.422315 0.266948 0.00846316 0.00788257 -0.000644166 0.12785 0.133262 0.122199 0.398929 15.3813
18.85 1 0.93422 0.423188 -0.268457 0.0084603 0.00788127 -0.000644334 0.127834 0.133245 0.122183 0.398933 15.3884
18.9 0 0.934165 -0.42625 0.260459 0.00849166 0.00787069 -0.000632906 0.127915 0.133313 0.12228 0.398328 15.3721
18.9 1 0.934055 0.42711 -0.262029 0.00849907 0.00785937 -0.000642597 0.1279 0.133394 0.122159 0.401693 15.374
18.95 0 0.934106 -0.430271 0.253977 0.00852322 0.0078588 -0.000626573 0.127992 0.133418 0.122326 0.399207 15.3494
18.95 1 0.933518 0.431157 -0.255545 0.00851591 0.00784162 -0.000632296 0.127897 0.133382 0.122165 0.401385 15.3452
19 0 0.933895 -0.434057 0.247426 0.0085555 0.00784017 -0.000621343 0.128046 0.133527 0.122318 0.401051 15.3315
19 1 0.933851 0.434878 -0.248952 0.00854814 0.0078423 -0.000616231 0.128025 0.133457 0.122353 0.399356 15.3256
19.05 0 0.933902 -0.437735 0.240721 0.0085883 0.00782954 -0.000612579 0.128132 0.133637 0.12238 0.401729 15.3004
19.05 1 0.933912 0.438561 -0.242274 0.00858857 0.00782819 -0.000614577 0.128128 0.133649 0.122358 0.402285 15.3014
19.1 0 0.933433 -0.441468 0.234021 0.0085978 0.00782194 -0.000608563 0.12814 0.133653 0.122378 0.402001 15.2893
19.1 1 0.9335 0.442243 -0.235541 0.00859733 0.00782108 -0.000593631 0.128134 0.133555 0.122474 0.398814 15.2876
19.15 0 0.93387 -0.444936 0.227225 0.00864798 0.00781134 -0.000592292 0.128294 0.133827 0.122512 0.402432 15.2605
19.15 1 0.933813 0.445743 -0.228891 0.00864293 0.00781316 -0.000597202 0.128281 0.13383 0.122482 0.402992 15.2645
19.2 0 0.933632 -0.448356 0.220481 0.00866629 0.00780328 -0.000574816 0.128334 0.133817 0.122605 0.40069 15.2484
19.2 1 0.933155 0.449121 -0.222062 0.00865053 0.0077978 -0.000575462 0.128251 0.133719 0.12254 0.400271 15.2565
19.25 0 0.933702 -0.451715 0.213656 0.00869776 0.00779644 -0.000562931 0.12843 0.133927 0.122687 0.401015 15.2271
19.25 1 0.933727 0.452534 -0.215275 0.00870006 0.00779363 -0.000561024 0.128428 0.133926 0.122684 0.40105 15.2281
19.3 0 0.933241 -0.454909 0.20681 0.00872173 0.0077767 -0.000559069 0.128446 0.134024 0.122615 0.403742 15.2113
19.3 1 0.933258 0.45565 -0.208348 0.00871673 0.00777971 -0.000553798 0.128438 0.133967 0.122661 0.402085 15.2091
19.35 0 0.933245 -0.458062 0.199863 0.00874671 0.00777313 -0.000548025 0.12853 0.134111 0.122694 0.403755 15.193
19.35 1 0.932963 0.458857 -0.201403 0.00872897 0.00777527 -0.000539776 0.128469 0.133958 0.122735 0.400682 15.1862
19.4 0 0.933404 -0.461054 0.192846 0.00877454 0.00777084 -0.000523806 0.128629 0.13415 0.12286 0.401543 15.1662
19.4 1 0.933233 0.461755 -0.194357 0.00877017 0.00776763 -0.000528383 0.128599 0.134143 0.122805 0.402369 15.1633
19.45 0 0.933346 -0.46384 0.185819 0.00879648 0.00776854 -0.000516391 0.128705 0.134247 0.122914 0.402127 15.1503
19.45 1 0.933116 0.464666 -0.187348 0.00879467 0.00775976 -0.00051376 0.128664 0.134212 0.122866 0.4024 15.1515
19.5 0 0.933484 -0.466736 0.178704 0.00883424 0.00775789 -0.000496041 0.12881 0.134372 0.122997 0.402668 15.1279
19.5 1 0.932941 0.467515 -0.180284 0.00882362 0.00774486 -0.000492066 0.128719 0.134271 0.122916 0.402477 15.1251
19.55 0 0.932774 -0.469393 0.171597 0.00883951 0.0077438 -0.000481861 0.128776 0.134322 0.12298 0.402187 15.1064
19.55 1 0.932597 0.470178 -0.173123 0.00883928 0.00773668 -0.000483279 0.128748 0.134321 0.122921 0.40316 15.1065
19.6 0 0.933091 -0.471955 0.164487 0.00887758 0.00774098 -0.000466935 0.128913 0.134498 0.123075 0.403286 15.0931
19.6 1 0.932794 0.472727 -0.165971 0.00888031 0.00772729 -0.000471596 0.128871 0.134526 0.122955 0.405743 15.0964
19.65 0 0.933162 -0.474402 0.157219 0.00891333 0.00773088 -0.0004509 0.129012 0.134653 0.123114 0.405013 15.0711
19.65 1 0.932438 0.47515 -0.158839 0.00890561 0.00770826 -0.000443056 0.128895 0.134549 0.122981 0.405664 15.0714
19.7 0 0.932506 -0.476764 0.149996 0.00891365 0.00772273 -0.000431151 0.128982 0.134561 0.123151 0.402997 15.0505
19.7 1 0.932151 0.477551 -0.151558 0.00891493 0.00770799 -0.000434659 0.12893 0.134575 0.123026 0.405292 15.0539
19.75 0 0.932217 -0.47905 0.142803 0.00894651 0.0077012 -0.000413618 0.129026 0.134695 0.123096 0.405965 15.0371
19.75 1 0.932471 0.479777 -0.144316 0.00895125 0.00770639 -0.000411299 0.129064 0.134721 0.123148 0.405488 15.0433
19.8 0 0.932173 -0.481182 0.135506 0.0089734 0.00769488 -0.000400511 0.129106 0.134822 0.123124 0.407436 15.0226
19.8 1 0.932306 0.4819 -0.137001 0.00896997 0.00770243 -0.000397958 0.129122 0.134793 0.12319 0.405898 15.0219
19.85 0 0.932011 -0.483164 0.128089 0.00899465 0.00768834 -0.000379375 0.129163 0.134884 0.123176 0.407513 15.0005
19.85 1 0.932193 0.48391 -0.129653 0.00898795 0.00770165 -0.000387295 0.129188 0.134874 0.12324 0.406303 14.9981
19.9 0 0.932144 -0.48511 0.120738 0.00901788 0.00769177 -0.000363926 0.129266 0.13499 0.123276 0.407467 14.9838
19.9 1 0.932206 0.485904 -0.122316 0.00900601 0.00770367 -0.000358644 0.129266 0.134894 0.123381 0.404248 14.9796
19.95 0 0.931856 -0.486957 0.1134 0.00902959 0.00768786 -0.000341933 0.129296 0.134994 0.123335 0.406543 14.9704
19.95 1 0.932535 0.487656 -0.114872 0.00903401 0.00771058 -0.000344892 0.129401 0.135044 0.1235 0.404558 14.965
20 0 0.931936 -0.488578 0.105967 0.00904933 0.0076921 -0.000323389 0.129389 0.135074 0.123442 0.405967 14.9546
20 1 0.932187 0.489285 -0.107515 0.00905123 0.00770045 -0.000323151 0.129428 0.135089 0.123508 0.405106 14.9441
20.05 0 0.932196 -0.490128 0.0985126 0.00907617 0.00769733 -0.000299423 0.129513 0.135192 0.123573 0.405586 14.9299
20.05 1 0.932014 0.490882 -0.10005 0.00906342 0.00770152 -0.00030195 0.129479 0.13511 0.123593 0.404008 14.9213
20.1 0 0.932146 -0.491613 0.09109 0.00909417 0.00769848 -0.000280924 0.129586 0.135267 0.123645 0.40553 14.9082
20.1 1 0.932334 0.492304 -0.0926242 0.00909407 0.0077063 -0.000283115 0.129616 0.135275 0.123699 0.40474 14.9013
20.15 0 0.932224 -0.492914 0.0835494 0.00911988 0.00769776 -0.000260088 0.129683 0.135395 0.123707 0.406455 14.89
20.15 1 0.932166 0.49365 -0.0851347 0.00911758 0.00769807 -0.00026143 0.129675 0.135382 0.123705 0.406289 14.8844
20.2 0 0.932176 -0.494194 0.0761323 0.00914446 0.00769379 -0.000241307 0.129762 0.135525 0.123731 0.408015 14.8726
20.2 1 0.932179 0.494864 -0.0775881 0.00913495 0.00770194 -0.000238775 0.129757 0.135452 0.1238 0.405776 14.8691
20.25 0 0.932009 -0.495305 0.0685722 0.00915401 0.00769743 -0.000219952 0.129813 0.135547 0.123814 0.406977 14.8584
20.25 1 0.931645 0.495967 -0.0701324 0.00914336 0.0076925 -0.000213957 0.129753 0.135457 0.123787 0.406054 14.8555
20.3 0 0.93178 -0.49632 0.0610414 0.00916548 0.00769711 -0.000195055 0.129856 0.13558 0.123868 0.406578 14.8428
20.3 1 0.93166 0.496977 -0.0625343 0.00915788 0.00769907 -0.000187677 0.129834 0.135511 0.123898 0.405041 14.8346
20.35 0 0.931554 -0.497188 0.0535102 0.0091728 0.00770042 -0.000172275 0.129897 0.135593 0.12394 0.405581 14.8212
20.35 1 0.931616 0.497846 -0.0550103 0.00917302 0.00770337 -0.000171715 0.129909 0.135594 0.123964 0.405187 14.8144
20.4 0 0.931324 -0.49796 0.0459171 0.00918241 0.00770187 -0.000143567 0.12994 0.135619 0.124001 0.404962 14.8014
20.4 1 0.931692 0.498644 -0.0474478 0.00919851 0.00770369 -0.000150226 0.130008 0.135746 0.124006 0.406802 14.7954
20.45 0 0.931462 -0.49858 0.0383624 0.00920258 0.00770914 -0.000128812 0.130045 0.135747 0.124081 0.405568 14.7823
20.45 1 0.931769 0.499274 -0.0399006 0.0092171 0.00771013 -0.000138054 0.130105 0.135865 0.124077 0.407422 14.7775
20.5 0 0.931906 -0.499121 0.0307573 0.00923469 0.00771796 -0.000106745 0.130202 0.135957 0.124181 0.407096 14.7643
20.5 1 0.931177 0.499877 -0.0323483 0.00922045 0.00770305 -0.000105785 0.13009 0.135851 0.124062 0.407467 14.7601
20.55 0 0.931738 -0.499562 0.0231946 0.00925162 0.00771645 -8.77038e-05 0.130262 0.136063 0.124189 0.408563 14.7465
20.55 1 0.931197 0.500295 -0.0246905 0.0092372 0.00770862 -8.57182e-05 0.130176 0.135956 0.124128 0.407961 14.7433
20.6 0 0.931329 -0.499979 0.0156123 0.00925647 0.00771537 -5.93927e-05 0.130276 0.136079 0.124202 0.408584 14.7294
20.6 1 0.931154 0.500607 -0.0170792 0.00925798 0.00770857 -6.42414e-05 0.130256 0.136093 0.124144 0.409739 14.7266
20.65 0 0.930921 -0.500167 0.00800231 0.00926095 0.00771498 -4.00014e-05 0.130292 0.136103 0.124209 0.408827 14.7124
20.65 1 0.931171 0.50076 -0.00953288 0.0092761 0.0077131 -4.19729e-05 0.130343 0.136215 0.124193 0.410756 14.7104
20.7 0 0.931122 -0.500258 0.000362626 0.00928012 0.00772569 -1.5343e-05 0.130406 0.136237 0.124302 0.409306 14.6956
20.7 1 0.930944 0.500832 -0.00190676 0.00927978 0.00772021 -2.55232e-05 0.130384 0.136237 0.124256 0.410052 14.6941
20.75 0 0.931017 -0.500235 -0.00725375 0.00928874 0.00773351 6.48948e-06 0.130469 0.136299 0.124366 0.409191 14.6789
20.75 1 0.930776 0.500789 0.00571862 0.00928753 0.00772636 -2.10215e-06 0.130437 0.13629 0.124309 0.409992 14.6776
20.8 0 0.93091 -0.500067 -0.0148589 0.00929686 0.00774179 3.10996e-05 0.130532 0.136363 0.124428 0.409135 14.6623
20.8 1 0.930914 0.500628 0.0133255 0.00930469 0.00773666 2.68737e-05 0.130543 0.13642 0.124388 0.410622 14.662
20.85 0 0.931112 -0.499749 -0.0224355 0.00931451 0.00775418 5.90332e-05 0.130647 0.136504 0.124515 0.409823 14.6461
